Original_Infix,Perturbed_Infix,Original_Prefix,Perturbed_Prefix,Original_Postfix,Perturbed_Postfix,Category,Original_Result,Perturbed_Result,Is_Equivalent_Infix,Is_Equivalent_Prefix,Is_Equivalent_Postfix,Is_Equivalent_Infix_Prefix,Is_Equivalent_Infix_Postfix,Is_Equivalent_Prefix_Postfix
702 + 142 / 334 + ( 904 / 570 ),702 + 142 / 334 + ( 904 / 570 ),+ 702 + / 142 334 / 904 570,+ 702 + / 142 334 / 904 570,702 142 334 / + 904 570 / +,702 142 334 / + 904 570 / +,Simple,704.01,704.01,True,True,True,True,True,True
( 305 / 113 / 124.88 ) + 700.18 * 406.2,( 305 / 113 / 124.88 ) + 700.18 * 406.2,+ / 305 / 113 124.88 * 700.18 406.2,+ / 305 / 113 124.88 * 700.18 406.2,305 113 / 124.88 / 700.18 406.2 * +,305 113 / 124.88 / 700.18 406.2 * +,Simple,284413.14,284413.14,True,True,True,True,True,True
( 353 + 491.77 ) / 85.58,( 353 + 491.77 ) / 85.58,/ + 353 491.77 85.58,/ + 353 491.77 85.58,353 491.77 + 85.58 /,353 491.77 + 85.58 /,Simple,9.87,9.87,True,True,True,True,True,True
( 414.91 * 382.14 ) * 36.63 * 202,( 414.91 * 382.14 ) * 36.63 * 202,* * 414.91 382.14 * 36.63 202,* * 414.91 382.14 * 36.63 202,414.91 382.14 * 36.63 * 202 *,414.91 382.14 * 36.63 * 202 *,Simple,1173180105.02,1173180105.02,True,True,True,True,True,True
( ( 321 / 589 ) - 929.20 ),( ( 321 / 589 ) * 929.20 ),- / 321 589 929.20,* / 321 589 929.20,321 589 / 929.20 -,321 589 / 929.20 *,Simple,-928.66,506.41,False,False,False,False,False,False
473.63 - 322 - 236 * 517,473.63 - 322 - 236 * 517,- 473.63 - 322 * 236 517,- 473.63 - 322 * 236 517,473.63 322 - 236 517 * -,473.63 322 - 236 517 * -,Simple,-121860.37,-121860.37,True,True,True,True,True,True
( 725 * ( 207.79 - 691.5 ) ),( 725 * ( 207.79 - 691.5 ) ),* 725 - 207.79 691.5,* 725 - 207.79 691.5,725 207.79 691.5 - *,725 207.79 691.5 - *,Simple,-350689.75,-350689.75,True,True,True,True,True,True
633.80 - 851.25 * ( 614.3 / 442 ),633.80 - 851.25 * ( 614.3 / 442 ),- 633.80 * 851.25 / 614.3 442,- 633.80 * 851.25 / 614.3 442,633.80 851.25 614.3 442 / * -,633.80 851.25 614.3 442 / * -,Simple,-549.28,-549.28,True,True,True,True,True,True
( 468 / 403 ) * 998 / 363.26 / 697.2,( 468 - 403 ) * 998 / 363.26 / 697.2,* / 468 403 / 998 / 363.26 697.2,* - 468 403 / 998 / 363.26 697.2,468 403 / 998 * 363.26 / 697.2 /,468 403 - 998 * 363.26 / 697.2 /,Simple,0.0,0.26,False,False,False,False,False,False
843 * ( 424.50 * ( ( 90 * 735 ) / 627 / 38 ) ),843 * ( 424.50 * ( ( 90 * 735 ) / 627 / 38 ) ),* 843 * 424.50 / * 90 735 / 627 38,* 843 * 424.50 / * 90 735 / 627 38,843 424.50 90 735 * 627 / 38 / * *,843 424.50 90 735 * 627 / 38 / * *,Simple,993536.85,993536.85,True,True,True,True,True,True
363.65 - 214.74 / ( ( ( 225.51 + 201.82 ) / 398 ) + 213 ),363.65 - 214.74 / ( ( ( 225.51 / 201.82 ) + 398 ) + 213 ),- 363.65 / 214.74 + / + 225.51 201.82 398 213,- 363.65 / 214.74 + + / 225.51 201.82 398 213,363.65 214.74 225.51 201.82 + 398 / 213 + / -,363.65 214.74 225.51 201.82 / 398 + 213 + / -,Simple,362.65,363.3,False,False,False,False,False,False
891.74 / ( 442 + ( 390 - 178.8 ) / 46 / 57.59 ),891.74 / ( 442 + ( 390 - 178.8 ) / 46 / 57.59 ),/ 891.74 + 442 / - 390 178.8 / 46 57.59,/ 891.74 + 442 / - 390 178.8 / 46 57.59,891.74 442 390 178.8 - 46 / 57.59 / + /,891.74 442 390 178.8 - 46 / 57.59 / + /,Simple,2.02,2.02,True,True,True,True,True,True
410 + 284 - 659,410 - 284 + 659,+ 410 - 284 659,- 410 + 284 659,410 284 + 659 -,410 284 - 659 +,Simple,35.0,785.0,False,False,False,False,False,False
( 75 - ( 203.55 * 9 + 549 - 539 ) ),( 75 - ( 203.55 * 9 + 549 - 539 ) ),- 75 + * 203.55 9 - 549 539,- 75 + * 203.55 9 - 549 539,75 203.55 9 * 549 + 539 - -,75 203.55 9 * 549 + 539 - -,Simple,-1766.95,-1766.95,True,True,True,True,True,True
( ( 741 - 690 / 18 - 467.39 ) / 127 / 232 ),( ( 741 - 690 / 18 - 467.39 ) / 127 / 232 ),/ - 741 - / 690 18 467.39 / 127 232,/ - 741 - / 690 18 467.39 / 127 232,741 690 18 / - 467.39 - 127 / 232 /,741 690 18 / - 467.39 - 127 / 232 /,Simple,0.01,0.01,True,True,True,True,True,True
117 / ( 209.54 + 649 ) * 135,117 / ( 209.54 + 649 ) * 135,/ 117 * + 209.54 649 135,/ 117 * + 209.54 649 135,117 209.54 649 + / 135 *,117 209.54 649 + / 135 *,Simple,18.4,18.4,True,True,True,True,True,True
( ( 729.57 / ( 321.54 - 963.94 ) ) - ( ( 20 - 724 ) + 306 ) ),( ( 729.57 / ( 321.54 - 963.94 ) ) / ( ( 20 - 724 ) + 306 ) ),- / 729.57 - 321.54 963.94 + - 20 724 306,/ / 729.57 - 321.54 963.94 + - 20 724 306,729.57 321.54 963.94 - / 20 724 - 306 + -,729.57 321.54 963.94 - / 20 724 - 306 + /,Simple,396.86,0.0,False,False,False,False,False,False
246 / 330 + 348.89 + ( 634 * 181 ),246 / 330 + 348.89 + ( 634 * 181 ),+ / 246 330 + 348.89 * 634 181,+ / 246 330 + 348.89 * 634 181,246 330 / 348.89 + 634 181 * +,246 330 / 348.89 + 634 181 * +,Simple,115103.64,115103.64,True,True,True,True,True,True
378 * 126 + 108,378 * 126 + 108,+ * 378 126 108,+ * 378 126 108,378 126 * 108 +,378 126 * 108 +,Simple,47736.0,47736.0,True,True,True,True,True,True
( ( 636 / 43 - 431 ) / 857 ),( ( 636 / 43 - 431 ) / 857 ),/ - / 636 43 431 857,/ - / 636 43 431 857,636 43 / 431 - 857 /,636 43 / 431 - 857 /,Simple,-0.49,-0.49,True,True,True,True,True,True
248 + 490 - 715,248 + 490 - 715,+ 248 - 490 715,+ 248 - 490 715,248 490 + 715 -,248 490 + 715 -,Simple,23.0,23.0,True,True,True,True,True,True
( 167.96 ^ ( ( 23 - 808.11 ) / 851 ) ),( 167.96 ^ ( ( 23 - 808.11 ) / 851 ) ),^ 167.96 / - 23 808.11 851,^ 167.96 / - 23 808.11 851,167.96 23 808.11 - 851 / ^,167.96 23 808.11 - 851 / ^,Simple,0.01,0.01,True,True,True,True,True,True
445 + 666.3 / ( 475 * ( 368 * 928 + 580 ) ),445 + 666.3 / ( 475 * ( 368 * 928 + 580 ) ),+ 445 / 666.3 * 475 + * 368 928 580,+ 445 / 666.3 * 475 + * 368 928 580,445 666.3 475 368 928 * 580 + * / +,445 666.3 475 368 928 * 580 + * / +,Simple,445.0,445.0,True,True,True,True,True,True
( ( 602.58 / ( 809 * 30.75 ) ) + 203 ),( ( 602.58 / ( 809 * 30.75 ) ) + 203 ),+ / 602.58 * 809 30.75 203,+ / 602.58 * 809 30.75 203,602.58 809 30.75 * / 203 +,602.58 809 30.75 * / 203 +,Simple,203.02,203.02,True,True,True,True,True,True
523 ^ ( 592 / 621 ),523 ^ ( 592 / 621 ),^ 523 / 592 621,^ 523 / 592 621,523 592 621 / ^,523 592 621 / ^,Simple,390.44,390.44,True,True,True,True,True,True
( ( 874.33 * 807.93 ) / 886 ),( ( 874.33 / 807.93 ) * 886 ),/ * 874.33 807.93 886,* / 874.33 807.93 886,874.33 807.93 * 886 /,874.33 807.93 / 886 *,Simple,797.29,958.82,False,False,False,False,False,False
( 336 / ( 339 - 149 ) ),( 336 - ( 339 / 149 ) ),/ 336 - 339 149,- 336 / 339 149,336 339 149 - /,336 339 149 / -,Simple,1.77,333.72,False,False,False,False,False,False
( 95 / ( 714.32 - 144.20 + 732 ) ),( 95 + ( 714.32 - 144.20 / 732 ) ),/ 95 - 714.32 + 144.20 732,+ 95 - 714.32 / 144.20 732,95 714.32 144.20 - 732 + /,95 714.32 144.20 732 / - +,Simple,0.07,809.12,False,False,False,False,False,False
126.72 - 199 - 126 * 259 - 138,126.72 - 199 - 126 * 259 - 138,- 126.72 - 199 - * 126 259 138,- 126.72 - 199 - * 126 259 138,126.72 199 - 126 259 * - 138 -,126.72 199 - 126 259 * - 138 -,Simple,-32844.28,-32844.28,True,True,True,True,True,True
420.9 - 780.54 / ( 847.47 - 518.22 ) ^ 81.71,420.9 - 780.54 - ( 847.47 / 518.22 ) ^ 81.71,- 420.9 / 780.54 ^ - 847.47 518.22 81.71,- 420.9 - 780.54 ^ / 847.47 518.22 81.71,420.9 780.54 847.47 518.22 - 81.71 ^ / -,420.9 780.54 - 847.47 518.22 / 81.71 ^ -,Simple,420.9,-2.845027368783241e+17,False,False,False,False,False,False
( ( 143 + 655 ) / 985.47 ),( ( 143 + 655 ) - 985.47 ),/ + 143 655 985.47,- + 143 655 985.47,143 655 + 985.47 /,143 655 + 985.47 -,Simple,0.81,-187.47,False,False,False,False,False,False
( 334 - ( 779 - 119 ) ) / 398 ^ ( 597.94 / 408 ),( 334 - ( 779 - 119 ) ) / 398 ^ ( 597.94 / 408 ),/ - 334 - 779 119 ^ 398 / 597.94 408,/ - 334 - 779 119 ^ 398 / 597.94 408,334 779 119 - - 398 597.94 408 / ^ /,334 779 119 - - 398 597.94 408 / ^ /,Simple,-0.05,-0.05,True,True,True,True,True,True
( 969 ^ ( 596 / 651.99 ) ),( 969 ^ ( 596 / 651.99 ) ),^ 969 / 596 651.99,^ 969 / 596 651.99,969 596 651.99 / ^,969 596 651.99 / ^,Simple,536.87,536.87,True,True,True,True,True,True
( 443 / ( 157 - ( 465 + 370 ) ) / 540 + 44 ),( 443 / ( 157 - ( 465 + 370 ) ) / 540 + 44 ),+ / 443 / - 157 + 465 370 540 44,+ / 443 / - 157 + 465 370 540 44,443 157 465 370 + - / 540 / 44 +,443 157 465 370 + - / 540 / 44 +,Simple,44.0,44.0,True,True,True,True,True,True
247 - 686 + ( 868.49 * 438.9 * 78 * 714.69 ),247 - 686 + ( 868.49 * 438.9 * 78 * 714.69 ),- 247 + 686 * 868.49 * 438.9 * 78 714.69,- 247 + 686 * 868.49 * 438.9 * 78 714.69,247 686 - 868.49 438.9 * 78 * 714.69 * +,247 686 - 868.49 438.9 * 78 * 714.69 * +,Simple,21249205778.26,21249205778.26,True,True,True,True,True,True
( 835.87 - ( ( ( 57 + 984 ) + 164 / 806 ) * 345 ) ),( 835.87 - ( ( ( 57 + 984 ) + 164 / 806 ) * 345 ) ),- 835.87 * + + 57 984 / 164 806 345,- 835.87 * + + 57 984 / 164 806 345,835.87 57 984 + 164 806 / + 345 * -,835.87 57 984 + 164 806 / + 345 * -,Simple,-358379.33,-358379.33,True,True,True,True,True,True
( 432 - 277.81 ) + 987,( 432 - 277.81 ) + 987,+ - 432 277.81 987,+ - 432 277.81 987,432 277.81 - 987 +,432 277.81 - 987 +,Simple,1141.19,1141.19,True,True,True,True,True,True
( 515.1 ^ 100 - ( ( 670.64 + 732 ) - 973.8 * 861 ) ),( 515.1 - 100 - ( ( 670.64 + 732 ) - 973.8 * 861 ) ),- ^ 515.1 100 - + 670.64 732 * 973.8 861,- 515.1 - 100 - + 670.64 732 * 973.8 861,515.1 100 ^ 670.64 732 + 973.8 861 * - -,515.1 100 - 670.64 732 + 973.8 861 * - -,Simple,1.5458059978345765e+271,837454.26,False,False,False,False,False,False
( 348.17 + ( 849 - 809 ) ),( 348.17 + ( 849 - 809 ) ),+ 348.17 - 849 809,+ 348.17 - 849 809,348.17 849 809 - +,348.17 849 809 - +,Simple,388.17,388.17,True,True,True,True,True,True
( 934 / ( 939 * 207.96 + 359 ) - 529 ),( 934 / ( 939 * 207.96 + 359 ) - 529 ),- / 934 + * 939 207.96 359 529,- / 934 + * 939 207.96 359 529,934 939 207.96 * 359 + / 529 -,934 939 207.96 * 359 + / 529 -,Simple,-529.0,-529.0,True,True,True,True,True,True
( 837 * 842 * 627 ) / 953 + 226,( 837 + 842 * 627 ) / 953 * 226,+ / * 837 * 842 627 953 226,/ + 837 * 842 627 * 953 226,837 842 * 627 * 953 / 226 +,837 842 627 * + 953 / 226 *,Simple,463899.41,125395.85,False,False,False,False,False,False
( ( ( 607.89 * 240 ) * 831 - 500 ) / 814.87 ),( ( ( 607.89 * 240 ) + 831 - 500 ) / 814.87 ),/ - * * 607.89 240 831 500 814.87,/ + * 607.89 240 - 831 500 814.87,607.89 240 * 831 * 500 - 814.87 /,607.89 240 * 831 + 500 - 814.87 /,Simple,148780.89,179.45,False,False,False,False,False,False
806.81 * 618 + 593,806.81 * 618 + 593,+ * 806.81 618 593,+ * 806.81 618 593,806.81 618 * 593 +,806.81 618 * 593 +,Simple,499201.58,499201.58,True,True,True,True,True,True
( 547.30 - 9.85 * 14.96 + 449.34 * 956.11 ),( 547.30 - 9.85 * 14.96 + 449.34 * 956.11 ),- 547.30 + * 9.85 14.96 * 449.34 956.11,- 547.30 + * 9.85 14.96 * 449.34 956.11,547.30 9.85 14.96 * - 449.34 956.11 * +,547.30 9.85 14.96 * - 449.34 956.11 * +,Simple,430018.41,430018.41,True,True,True,True,True,True
( 694.39 / 324 - 198.21 ),( 694.39 / 324 - 198.21 ),- / 694.39 324 198.21,- / 694.39 324 198.21,694.39 324 / 198.21 -,694.39 324 / 198.21 -,Simple,-196.07,-196.07,True,True,True,True,True,True
( 739 + 792 / 659.30 ),( 739 + 792 / 659.30 ),+ 739 / 792 659.30,+ 739 / 792 659.30,739 792 659.30 / +,739 792 659.30 / +,Simple,740.2,740.2,True,True,True,True,True,True
( 103.17 - 365 / 994.26 ),( 103.17 - 365 / 994.26 ),- 103.17 / 365 994.26,- 103.17 / 365 994.26,103.17 365 994.26 / -,103.17 365 994.26 / -,Simple,102.8,102.8,True,True,True,True,True,True
( ( 585.13 / 361 ) + 514 ),( ( 585.13 / 361 ) + 514 ),+ / 585.13 361 514,+ / 585.13 361 514,585.13 361 / 514 +,585.13 361 / 514 +,Simple,515.62,515.62,True,True,True,True,True,True
261 + ( 66.28 / 414 ) - 609.98,261 + ( 66.28 / 414 ) - 609.98,+ 261 - / 66.28 414 609.98,+ 261 - / 66.28 414 609.98,261 66.28 414 / + 609.98 -,261 66.28 414 / + 609.98 -,Simple,-348.82,-348.82,True,True,True,True,True,True
( 382.78 + 261.56 ) / ( 529 * 384.6 ),( 382.78 + 261.56 ) / ( 529 * 384.6 ),/ + 382.78 261.56 * 529 384.6,/ + 382.78 261.56 * 529 384.6,382.78 261.56 + 529 384.6 * /,382.78 261.56 + 529 384.6 * /,Simple,0.0,0.0,True,True,True,True,True,True
264 + 333.48 - 818.51 + 423 * 420,264 + 333.48 + 818.51 + 423 * 420,+ 264 - 333.48 + 818.51 * 423 420,+ 264 + 333.48 + 818.51 * 423 420,264 333.48 + 818.51 - 423 420 * +,264 333.48 + 818.51 + 423 420 * +,Simple,177438.97,179075.99,False,False,False,False,False,False
292 * 395.14 / 491.39 / 759.90,292 * 395.14 / 491.39 / 759.90,* 292 / 395.14 / 491.39 759.90,* 292 / 395.14 / 491.39 759.90,292 395.14 * 491.39 / 759.90 /,292 395.14 * 491.39 / 759.90 /,Simple,0.31,0.31,True,True,True,True,True,True
28 / 592.83 + 170,28 + 592.83 / 170,+ / 28 592.83 170,+ 28 / 592.83 170,28 592.83 / 170 +,28 592.83 170 / +,Simple,170.05,31.49,False,False,False,False,False,False
( ( 118 / 131 ) - 157.85 ),( ( 118 / 131 ) - 157.85 ),- / 118 131 157.85,- / 118 131 157.85,118 131 / 157.85 -,118 131 / 157.85 -,Simple,-156.95,-156.95,True,True,True,True,True,True
( ( 743 ^ ( 826.56 / 10.2 ) - 859 + 138 ) + 565 ),( ( 743 ^ ( 826.56 / 10.2 ) - 859 + 138 ) + 565 ),+ - ^ 743 / 826.56 10.2 + 859 138 565,+ - ^ 743 / 826.56 10.2 + 859 138 565,743 826.56 10.2 / ^ 859 - 138 + 565 +,743 826.56 10.2 / ^ 859 - 138 + 565 +,Simple,4.481495158350476e+232,4.481495158350476e+232,True,True,True,True,True,True
839 + ( 651 - 468 ),839 + ( 651 + 468 ),+ 839 - 651 468,+ 839 + 651 468,839 651 468 - +,839 651 468 + +,Simple,1022.0,1958.0,False,False,False,False,False,False
( 287 / 384 / 738 ),( 287 / 384 / 738 ),/ 287 / 384 738,/ 287 / 384 738,287 384 / 738 /,287 384 / 738 /,Simple,0.0,0.0,True,True,True,True,True,True
( 33 * 189.98 ) + 893 - 403.82 * 226,( 33 * 189.98 ) + 893 * 403.82 - 226,+ * 33 189.98 - 893 * 403.82 226,+ * 33 189.98 - * 893 403.82 226,33 189.98 * 893 + 403.82 226 * -,33 189.98 * 893 403.82 * + 226 -,Simple,-84100.98,366654.6,False,False,False,False,False,False
961 * 342.21 / 198 - 515.99,961 * 342.21 / 198 - 515.99,- * 961 / 342.21 198 515.99,- * 961 / 342.21 198 515.99,961 342.21 * 198 / 515.99 -,961 342.21 * 198 / 515.99 -,Simple,1144.94,1144.94,True,True,True,True,True,True
( 33 * ( 522 + 900 ) ),( 33 * ( 522 + 900 ) ),* 33 + 522 900,* 33 + 522 900,33 522 900 + *,33 522 900 + *,Simple,46926.0,46926.0,True,True,True,True,True,True
( 34 / 444.53 / 104 / 151.59 * 642 ) ^ 503,( 34 / 444.53 ^ 104 / 151.59 * 642 ) ^ 503,^ / 34 / 444.53 / 104 * 151.59 642 503,^ / 34 / ^ 444.53 104 * 151.59 642 503,34 444.53 / 104 / 151.59 / 642 * 503 ^,34 444.53 104 ^ / 151.59 / 642 * 503 ^,Simple,0.0,0.0,True,True,True,True,True,True
728 * 90.55 / ( 487 / 841.50 / ( 597.82 * 366 ) ),728 * 90.55 / ( 487 + 841.50 / ( 597.82 * 366 ) ),* 728 / 90.55 / 487 / 841.50 * 597.82 366,* 728 / 90.55 + 487 / 841.50 * 597.82 366,728 90.55 * 487 841.50 / 597.82 366 * / /,728 90.55 * 487 841.50 597.82 366 * / + /,Simple,24922781997.44,135.36,False,False,False,False,False,False
( 100 - 396 * 426.35 ) / ( 920 + 735 ) / 46,( 100 - 396 * 426.35 ) / ( 920 + 735 ) / 46,/ - 100 * 396 426.35 / + 920 735 46,/ - 100 * 396 426.35 / + 920 735 46,100 396 426.35 * - 920 735 + / 46 /,100 396 426.35 * - 920 735 + / 46 /,Simple,-2.22,-2.22,True,True,True,True,True,True
( ( 417 / 528 - 221.29 ) - ( ( 494 / 527 ) * 716.12 ) ),( ( 417 / 528 - 221.29 ) - ( ( 494 / 527 ) * 716.12 ) ),- - / 417 528 221.29 * / 494 527 716.12,- - / 417 528 221.29 * / 494 527 716.12,417 528 / 221.29 - 494 527 / 716.12 * -,417 528 / 221.29 - 494 527 / 716.12 * -,Simple,-891.78,-891.78,True,True,True,True,True,True
( ( 10 + 621 ) + 956.24 ),( ( 10 + 621 ) + 956.24 ),+ + 10 621 956.24,+ + 10 621 956.24,10 621 + 956.24 +,10 621 + 956.24 +,Simple,1587.24,1587.24,True,True,True,True,True,True
( ( ( 767 / 833.81 ^ 53.27 ) - 472 ) * 450 / 226 ),( ( ( 767 / 833.81 ^ 53.27 ) - 472 ) * 450 / 226 ),* - / 767 ^ 833.81 53.27 472 / 450 226,* - / 767 ^ 833.81 53.27 472 / 450 226,767 833.81 53.27 ^ / 472 - 450 * 226 /,767 833.81 53.27 ^ / 472 - 450 * 226 /,Simple,-939.82,-939.82,True,True,True,True,True,True
104.5 * 452 / 537,104.5 * 452 / 537,* 104.5 / 452 537,* 104.5 / 452 537,104.5 452 * 537 /,104.5 452 * 537 /,Simple,87.96,87.96,True,True,True,True,True,True
( 882 * 752.23 / 339 ) / ( 472 * 848 ) ^ 41,( 882 / 752.23 * 339 ) / ( 472 * 848 ) ^ 41,/ * 882 / 752.23 339 ^ * 472 848 41,/ / 882 * 752.23 339 ^ * 472 848 41,882 752.23 * 339 / 472 848 * 41 ^ /,882 752.23 / 339 * 472 848 * 41 ^ /,Simple,0.0,0.0,True,True,True,True,True,True
( ( 377.29 * 788.91 / 19.62 ) + 917 ),( ( 377.29 + 788.91 / 19.62 ) * 917 ),+ * 377.29 / 788.91 19.62 917,* + 377.29 / 788.91 19.62 917,377.29 788.91 * 19.62 / 917 +,377.29 788.91 19.62 / + 917 *,Simple,16087.63,382847.02,False,False,False,False,False,False
( 53.50 * 906.39 / ( 848 * 857 ) ),( 53.50 * 906.39 / ( 848 * 857 ) ),* 53.50 / 906.39 * 848 857,* 53.50 / 906.39 * 848 857,53.50 906.39 * 848 857 * /,53.50 906.39 * 848 857 * /,Simple,0.07,0.07,True,True,True,True,True,True
( ( 475 + 110.76 ) - ( 92 + 1 ^ 75.26 * 897.75 ) ),( ( 475 + 110.76 ) - ( 92 + 1 ^ 75.26 * 897.75 ) ),- + 475 110.76 + 92 * ^ 1 75.26 897.75,- + 475 110.76 + 92 * ^ 1 75.26 897.75,475 110.76 + 92 1 75.26 ^ 897.75 * + -,475 110.76 + 92 1 75.26 ^ 897.75 * + -,Simple,-403.99,-403.99,True,True,True,True,True,True
( ( 626 - 474 ) / 867.85 ) ^ ( 648 + 122.83 ),( ( 626 - 474 ) / 867.85 ) ^ ( 648 + 122.83 ),^ / - 626 474 867.85 + 648 122.83,^ / - 626 474 867.85 + 648 122.83,626 474 - 867.85 / 648 122.83 + ^,626 474 - 867.85 / 648 122.83 + ^,Simple,0.0,0.0,True,True,True,True,True,True
( 244 - ( 42 / 655 + 243 ) - ( 907.42 + 262 ) ),( 244 - ( 42 / 655 + 243 ) - ( 907.42 + 262 ) ),- 244 - + / 42 655 243 + 907.42 262,- 244 - + / 42 655 243 + 907.42 262,244 42 655 / 243 + - 907.42 262 + -,244 42 655 / 243 + - 907.42 262 + -,Simple,-1168.48,-1168.48,True,True,True,True,True,True
( 364.87 * ( 600.80 - 807 - 105 / 916 ) ),( 364.87 - ( 600.80 - 807 * 105 / 916 ) ),* 364.87 - 600.80 - 807 / 105 916,- 364.87 - 600.80 * 807 / 105 916,364.87 600.80 807 - 105 916 / - *,364.87 600.80 807 105 * 916 / - -,Simple,-75278.02,-143.42,False,False,False,False,False,False
582.21 - 936 + 362,582.21 - 936 + 362,- 582.21 + 936 362,- 582.21 + 936 362,582.21 936 - 362 +,582.21 936 - 362 +,Simple,8.21,8.21,True,True,True,True,True,True
( ( 259.97 + 813 ) - 927 * 307 ),( ( 259.97 + 813 ) - 927 * 307 ),- + 259.97 813 * 927 307,- + 259.97 813 * 927 307,259.97 813 + 927 307 * -,259.97 813 + 927 307 * -,Simple,-283516.03,-283516.03,True,True,True,True,True,True
( ( 64 - 738 / 808 ) / 830.38 ),( ( 64 - 738 / 808 ) / 830.38 ),/ - 64 / 738 808 830.38,/ - 64 / 738 808 830.38,64 738 808 / - 830.38 /,64 738 808 / - 830.38 /,Simple,0.08,0.08,True,True,True,True,True,True
( ( ( 225 / 840 ) / 491 ) ^ 431 - 854.16 ),( ( ( 225 / 840 ) / 491 ) ^ 431 - 854.16 ),- ^ / / 225 840 491 431 854.16,- ^ / / 225 840 491 431 854.16,225 840 / 491 / 431 ^ 854.16 -,225 840 / 491 / 431 ^ 854.16 -,Simple,-854.16,-854.16,True,True,True,True,True,True
478.32 - ( 147.3 + 291 - 790.75 + 393 ),478.32 - ( 147.3 + 291 - 790.75 + 393 ),- 478.32 + 147.3 - 291 + 790.75 393,- 478.32 + 147.3 - 291 + 790.75 393,478.32 147.3 291 + 790.75 - 393 + -,478.32 147.3 291 + 790.75 - 393 + -,Simple,437.77,437.77,True,True,True,True,True,True
( ( 735 - 36.16 ) - 652.53 ),( ( 735 - 36.16 ) - 652.53 ),- - 735 36.16 652.53,- - 735 36.16 652.53,735 36.16 - 652.53 -,735 36.16 - 652.53 -,Simple,46.31,46.31,True,True,True,True,True,True
36 / 324 - 97,36 - 324 - 97,- / 36 324 97,- 36 - 324 97,36 324 / 97 -,36 324 - 97 -,Simple,-96.89,-385.0,False,False,False,False,False,False
( 598 / ( 37 / 418 ) + 794 + 654 ),( 598 / ( 37 / 418 ) + 794 + 654 ),+ / 598 / 37 418 + 794 654,+ / 598 / 37 418 + 794 654,598 37 418 / / 794 + 654 +,598 37 418 / / 794 + 654 +,Simple,8203.78,8203.78,True,True,True,True,True,True
( 41.27 / 560 + ( 661.79 * 246.56 ) ) - 470,( 41.27 / 560 + ( 661.79 * 246.56 ) ) - 470,- + / 41.27 560 * 661.79 246.56 470,- + / 41.27 560 * 661.79 246.56 470,41.27 560 / 661.79 246.56 * + 470 -,41.27 560 / 661.79 246.56 * + 470 -,Simple,162701.02,162701.02,True,True,True,True,True,True
( 933 * 14 ) * 178,( 933 * 14 ) + 178,* * 933 14 178,+ * 933 14 178,933 14 * 178 *,933 14 * 178 +,Simple,2325036.0,13240.0,False,False,False,False,False,False
( 792.11 + 554.56 + 737 ),( 792.11 + 554.56 + 737 ),+ 792.11 + 554.56 737,+ 792.11 + 554.56 737,792.11 554.56 + 737 +,792.11 554.56 + 737 +,Simple,2083.67,2083.67,True,True,True,True,True,True
( 164.39 * 179 ) + ( 37 - 529.49 / 7 ) / 848.36,( 164.39 * 179 ) + ( 37 - 529.49 / 7 ) / 848.36,+ * 164.39 179 / - 37 / 529.49 7 848.36,+ * 164.39 179 / - 37 / 529.49 7 848.36,164.39 179 * 37 529.49 7 / - 848.36 / +,164.39 179 * 37 529.49 7 / - 848.36 / +,Simple,29425.76,29425.76,True,True,True,True,True,True
( 536 + ( 715 + 926 ) - 167 ),( 536 + ( 715 + 926 ) - 167 ),+ 536 - + 715 926 167,+ 536 - + 715 926 167,536 715 926 + + 167 -,536 715 926 + + 167 -,Simple,2010.0,2010.0,True,True,True,True,True,True
867 * 237 + 542,867 + 237 * 542,+ * 867 237 542,+ 867 * 237 542,867 237 * 542 +,867 237 542 * +,Simple,206021.0,129321.0,False,False,False,False,False,False
( 853 - 464 + ( 580.39 * 131 ) / 536 - 479 ),( 853 - 464 + ( 580.39 * 131 ) / 536 - 479 ),- 853 + 464 - / * 580.39 131 536 479,- 853 + 464 - / * 580.39 131 536 479,853 464 - 580.39 131 * 536 / + 479 -,853 464 - 580.39 131 * 536 / + 479 -,Simple,51.85,51.85,True,True,True,True,True,True
( ( 518 - 942.95 ) + 860 / 419 ),( ( 518 - 942.95 ) + 860 / 419 ),+ - 518 942.95 / 860 419,+ - 518 942.95 / 860 419,518 942.95 - 860 419 / +,518 942.95 - 860 419 / +,Simple,-422.9,-422.9,True,True,True,True,True,True
( 355 + 46 * 123 ) ^ ( 401.98 - 683 ) - 333,( 355 + 46 * 123 ) ^ ( 401.98 - 683 ) - 333,- ^ + 355 * 46 123 - 401.98 683 333,- ^ + 355 * 46 123 - 401.98 683 333,355 46 123 * + 401.98 683 - ^ 333 -,355 46 123 * + 401.98 683 - ^ 333 -,Simple,-333.0,-333.0,True,True,True,True,True,True
( 884 * ( 541.39 - 617 ) + 559 ),( 884 * ( 541.39 - 617 ) + 559 ),+ * 884 - 541.39 617 559,+ * 884 - 541.39 617 559,884 541.39 617 - * 559 +,884 541.39 617 - * 559 +,Simple,-66280.24,-66280.24,True,True,True,True,True,True
( 942 - 476 / 489 ),( 942 / 476 - 489 ),- 942 / 476 489,- / 942 476 489,942 476 489 / -,942 476 / 489 -,Simple,941.03,-487.02,False,False,False,False,False,False
