SubTask,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
add_node,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,6.06
add_node,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,9.09
add_node,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,87.88
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,84.85
add_node,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,81.94
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,51.39
add_node,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,9.72
add_node,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,5.56
add_node,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,93.94
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,30.56
add_node,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,91.67
add_node,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,13.89
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,39.39
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,56.94
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,1.39
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,1.39
add_node,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,3.03
add_node,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,1.39
add_node,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,1.39
add_node,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,3.03
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,4.17
add_node,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,2.78
add_node,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,3.03
add_node,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,6.06
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
add_node,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,2.78
isomorphic,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
isomorphic,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
isomorphic,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,1.39
isomorphic,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
isomorphic,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
isomorphic,hard,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
isomorphic,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,44.44
isomorphic,easy,OneShot,edge,THUDM,glm-4-9b-chat,69.7
isomorphic,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,57.58
isomorphic,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,76.39
isomorphic,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,56.94
isomorphic,hard,OneShot,edge,THUDM,glm-4-9b-chat,73.61
isomorphic,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,43.06
isomorphic,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,48.61
isomorphic,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,51.52
isomorphic,medium,FewShot,edge,THUDM,glm-4-9b-chat,20.83
isomorphic,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,57.58
isomorphic,easy,FewShot,edge,THUDM,glm-4-9b-chat,30.3
isomorphic,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,44.44
isomorphic,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,81.94
isomorphic,medium,OneShot,edge,THUDM,glm-4-9b-chat,70.83
isomorphic,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,58.33
isomorphic,hard,FewShot,edge,THUDM,glm-4-9b-chat,8.33
isomorphic,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,60.61
isomorphic,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,45.83
isomorphic,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,48.48
isomorphic,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,52.78
isomorphic,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,41.67
isomorphic,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,30.3
isomorphic,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,43.06
isomorphic,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,36.11
isomorphic,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,45.45
isomorphic,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,31.94
isomorphic,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,25
isomorphic,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,31.94
isomorphic,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,39.39
isomorphic,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,43.06
isomorphic,medium,ZeroShot,edge,openai,gpt-4-turbo,43.06
isomorphic,medium,OneShot,edge,openai,gpt-4-turbo,44.44
isomorphic,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,57.58
isomorphic,medium,FewShot,edge,openai,gpt-4-turbo,43.06
isomorphic,easy,FewShot,hierarchy,openai,gpt-4-turbo,57.58
isomorphic,hard,FewShot,hierarchy,openai,gpt-4-turbo,44.44
isomorphic,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,40.28
isomorphic,easy,OneShot,hierarchy,openai,gpt-4-turbo,57.58
isomorphic,medium,FewShot,hierarchy,openai,gpt-4-turbo,43.06
isomorphic,easy,ZeroShot,edge,openai,gpt-4-turbo,57.58
isomorphic,hard,OneShot,edge,openai,gpt-4-turbo,44.44
isomorphic,hard,ZeroShot,edge,openai,gpt-4-turbo,45.83
isomorphic,medium,OneShot,hierarchy,openai,gpt-4-turbo,43.06
isomorphic,hard,OneShot,hierarchy,openai,gpt-4-turbo,44.44
isomorphic,hard,FewShot,edge,openai,gpt-4-turbo,44.44
isomorphic,easy,FewShot,edge,openai,gpt-4-turbo,60.61
isomorphic,easy,OneShot,edge,openai,gpt-4-turbo,60.61
isomorphic,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,41.67
isomorphic,medium,ZeroShot,edge,deepseek,deepseek-v3,43.06
isomorphic,hard,ZeroShot,edge,deepseek,deepseek-v3,48.61
isomorphic,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,63.64
isomorphic,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,41.67
isomorphic,easy,ZeroShot,edge,deepseek,deepseek-v3,57.58
isomorphic,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,27.27
isomorphic,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,31.94
isomorphic,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,45.83
isomorphic,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.36
isomorphic,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,40.28
isomorphic,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,51.52
isomorphic,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,38.89
isomorphic,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,40.28
isomorphic,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,27.27
isomorphic,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,31.94
isomorphic,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,33.33
isomorphic,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,38.89
isomorphic,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,41.67
isomorphic,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,44.44
isomorphic,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.36
isomorphic,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,37.5
isomorphic,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,36.11
isomorphic,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,39.39
isomorphic,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,36.11
isomorphic,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,38.89
isomorphic,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,39.39
isomorphic,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,44.44
isomorphic,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,36.36
isomorphic,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,36.11
isomorphic,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
isomorphic,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
isomorphic,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
isomorphic,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.09
isomorphic,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
isomorphic,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
isomorphic,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.09
isomorphic,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
isomorphic,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
isomorphic,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
isomorphic,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
isomorphic,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
isomorphic,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
isomorphic,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
isomorphic,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
isomorphic,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,12.5
isomorphic,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,19.44
isomorphic,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
isomorphic,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,37.5
isomorphic,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,36.11
isomorphic,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,41.67
isomorphic,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,48.48
isomorphic,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,60.61
isomorphic,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,54.17
isomorphic,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,50
isomorphic,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,39.39
isomorphic,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,50
isomorphic,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,59.72
isomorphic,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,51.52
isomorphic,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,51.39
isomorphic,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,54.55
isomorphic,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,61.11
isomorphic,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,55.56
isomorphic,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,51.52
isomorphic,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,54.17
isomorphic,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,51.39
isomorphic,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,51.52
isomorphic,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,45.45
isomorphic,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,47.22
isomorphic,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,43.06
isomorphic,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,48.61
isomorphic,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,59.72
isomorphic,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,45.83
isomorphic,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,54.17
isomorphic,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,36.36
isomorphic,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,61.11
isomorphic,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,42.42
isomorphic,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,56.94
isomorphic,hard,OneShot,edge,openai,gpt-3.5-turbo,47.22
isomorphic,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,54.55
isomorphic,easy,OneShot,edge,openai,gpt-3.5-turbo,69.7
isomorphic,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,51.39
isomorphic,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,61.11
isomorphic,medium,ZeroShot,edge,openai,gpt-3.5-turbo,50
isomorphic,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,72.73
isomorphic,hard,FewShot,edge,openai,gpt-3.5-turbo,55.56
isomorphic,hard,ZeroShot,edge,openai,gpt-3.5-turbo,56.94
isomorphic,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,50
isomorphic,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,69.7
isomorphic,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,52.78
isomorphic,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,50
isomorphic,medium,OneShot,edge,openai,gpt-3.5-turbo,41.67
isomorphic,easy,FewShot,edge,openai,gpt-3.5-turbo,63.64
isomorphic,easy,ZeroShot,edge,openai,gpt-3.5-turbo,66.67
isomorphic,medium,FewShot,edge,openai,gpt-3.5-turbo,58.33
isomorphic,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,50
isomorphic,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,45.83
isomorphic,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,44.44
isomorphic,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,54.55
isomorphic,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,45.83
isomorphic,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,43.06
isomorphic,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,57.58
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,57.58
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,44.44
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,44.44
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,44.44
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,43.06
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,63.64
isomorphic,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,57.58
isomorphic,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,57.58
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,48.61
isomorphic,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,43.06
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,36.36
isomorphic,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,43.06
isomorphic,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,47.22
isomorphic,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,43.06
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,44.44
isomorphic,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,60.61
isomorphic,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,57.58
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,36.11
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,36.11
isomorphic,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,43.06
isomorphic,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,44.44
isomorphic,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,43.06
isomorphic,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,44.44
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,39.39
isomorphic,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,56.94
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,33.33
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,47.22
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,36.36
isomorphic,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,51.52
isomorphic,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,52.78
isomorphic,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,42.42
isomorphic,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,54.17
isomorphic,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,56.94
isomorphic,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,61.11
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,41.67
isomorphic,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,51.39
isomorphic,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,42.42
isomorphic,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,34.72
isomorphic,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,57.58
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,18.18
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,29.17
isomorphic,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,56.94
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,40.28
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,44.44
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,55.56
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,47.22
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,57.58
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,60.61
isomorphic,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,47.22
isomorphic,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,44.44
isomorphic,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,50
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,36.11
isomorphic,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,60.61
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,34.72
isomorphic,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,69.7
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,36.36
isomorphic,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,48.48
isomorphic,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,48.61
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,39.39
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,48.61
isomorphic,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,47.22
isomorphic,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,51.52
isomorphic,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,41.67
isomorphic,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,45.83
isomorphic,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,51.39
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,50
isomorphic,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,26.39
isomorphic,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,15.15
isomorphic,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,18.06
isomorphic,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,21.21
isomorphic,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,5.56
isomorphic,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,24.24
isomorphic,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,24.24
isomorphic,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,23.61
isomorphic,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
isomorphic,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,15.15
isomorphic,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,24.24
isomorphic,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,23.61
isomorphic,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,19.44
isomorphic,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
isomorphic,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,6.94
isomorphic,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,19.44
isomorphic,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,13.89
isomorphic,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,15.28
all_ancestor,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
all_ancestor,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
all_ancestor,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
all_ancestor,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
all_ancestor,hard,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
all_ancestor,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
all_ancestor,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,61.11
all_ancestor,easy,OneShot,edge,THUDM,glm-4-9b-chat,48.48
all_ancestor,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,65.28
all_ancestor,easy,FewShot,edge,THUDM,glm-4-9b-chat,63.64
all_ancestor,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,66.67
all_ancestor,hard,OneShot,edge,THUDM,glm-4-9b-chat,36.11
all_ancestor,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,48.48
all_ancestor,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,43.06
all_ancestor,hard,FewShot,edge,THUDM,glm-4-9b-chat,43.06
all_ancestor,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,38.89
all_ancestor,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,48.48
all_ancestor,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,59.72
all_ancestor,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,48.61
all_ancestor,medium,OneShot,edge,THUDM,glm-4-9b-chat,43.06
all_ancestor,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,54.17
all_ancestor,medium,FewShot,edge,THUDM,glm-4-9b-chat,59.72
all_ancestor,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,33.33
all_ancestor,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,63.64
all_ancestor,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,61.11
all_ancestor,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,41.67
all_ancestor,easy,FewShot,hierarchy,01-ai,Yi-1.5-9B-Chat,87.88
all_ancestor,medium,OneShot,edge,01-ai,Yi-1.5-9B-Chat,51.39
all_ancestor,medium,FewShot,hierarchy,01-ai,Yi-1.5-9B-Chat,65.28
all_ancestor,easy,OneShot,edge,01-ai,Yi-1.5-9B-Chat,42.42
all_ancestor,medium,FewShot,edge,01-ai,Yi-1.5-9B-Chat,56.94
all_ancestor,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,33.33
all_ancestor,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,54.55
all_ancestor,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,31.94
all_ancestor,easy,FewShot,edge,01-ai,Yi-1.5-9B-Chat,66.67
all_ancestor,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,52.78
all_ancestor,easy,OneShot,hierarchy,01-ai,Yi-1.5-9B-Chat,75.76
all_ancestor,medium,OneShot,hierarchy,01-ai,Yi-1.5-9B-Chat,69.44
all_ancestor,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,33.33
all_ancestor,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,29.17
all_ancestor,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,31.94
all_ancestor,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,30.3
all_ancestor,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,16.67
all_ancestor,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,16.67
all_ancestor,medium,FewShot,edge,openai,gpt-4-turbo,97.22
all_ancestor,easy,OneShot,edge,openai,gpt-4-turbo,90.91
all_ancestor,medium,OneShot,hierarchy,openai,gpt-4-turbo,98.61
all_ancestor,hard,OneShot,hierarchy,openai,gpt-4-turbo,86.11
all_ancestor,easy,FewShot,edge,openai,gpt-4-turbo,100
all_ancestor,medium,OneShot,edge,openai,gpt-4-turbo,93.06
all_ancestor,easy,ZeroShot,edge,openai,gpt-4-turbo,87.88
